title_english,title_nepali,author_profile_link,author_name,Audiobook,E-book,Paperback,Hardcover,publisher_profile_link,publisher_name,genre,published_date,edition,isbn10,isbn13,pages,weight,language
Pyaro Sathi,प्यारो साथी,https://www.thuprai.com/author/prabina-chitrakar/,Prabina Chitrakar,,,140,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Story for Children,,,,,,,Nepali
Shahar ma Batti Nibheko Bela,शहरमा बत्ती निभेको वेला,https://www.thuprai.com/author/kishor-pahadi/,Kishor Pahadi,,0,,,https://www.thuprai.com/publisher/nepal-pragya-pratisthan/,Nepal Pragya Pratisthan,Fiction,,,,,,,Nepali
Thulo Chasmaa,ठुलो चस्मा,https://www.thuprai.com/author/roma-pradhan/,Roma Pradhan,,,125,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,993766912X,9789937669122,,,Nepali
Palpasa CafeNatak,पल्पसा क्याफे: नाटक,https://www.thuprai.com/author/suraj-subedi/,Suraj Subedi,,180,295,,https://www.thuprai.com/publisher/publication-nepalaya/,Publication Nepalaya,"Plays, Playscripts,Drama","November 30, 2022",1,9937953030,9789937953030,,95 g,Nepali
Chat Girl,च्याट गर्ल,https://www.thuprai.com/author/milan-sangraula/,Milan Sangraula,,,225,,https://www.thuprai.com/publisher/yamburi-book-point/,Yamburi Book Point,Short Stories,,,9937858461,9789937858465,,,Nepali
Aadivasi Bidroha ko Itihas,आदिवासी विद्रोहको इतिहास,https://www.thuprai.com/author/rajkumar-dikpal/,Rajkumar Dikpal,,210,399,,https://www.thuprai.com/publisher/manjari-publication/,Manjari Publication,History,2019,1,993771267X,9789937712675,,150 g,Nepali
Buingalko Bhoot,बुइँगलको भूत,https://www.thuprai.com/author/shaswat-parajuli/,Shaswat Parajuli,,,325,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Picturebook for Children,,,,,,,Nepali
Malama Nauniyeka Phoolharu,मालामा नउनिएका फूलहरू,https://www.thuprai.com/author/khagaraj-baral/,Khagaraj Baral,,,475,,https://www.thuprai.com/publisher/shikha-books/,Shikha Books,Literature/Essays,"February 25, 2022",1,9937751837,9789937751834,324,,Nepali
"Kanchanjangha Juhaar1848 Salko Illam, Panchhthar, Tehrathum ra Taplejungko Itihas","कञ्चनजङ्घा जुहार: १८४८ सालको इलाम, पाँचथर, तेह्रथुम र ताप्लेजुङको इतिहास",https://www.thuprai.com/author/joseph-dalton-hooker/,Joseph Dalton Hooker,,,500,,https://www.thuprai.com/publisher/book-hill/,Book Hill,"Travelogue,Natural History","September 10, 2022",1,9937753279,9789937753272,,173 g,Nepali
Ekatma,एकात्म,https://www.thuprai.com/author/n/,N/A,,,225,,https://www.thuprai.com/publisher/indigo-ink/,Indigo Ink,Songs & Lyrical Poems,,,9937018323,9789937018326,,,Nepali
Ha ha ha,हा हा हा,https://www.thuprai.com/author/dhurba-ghimire/,Dhruva Ghimire,,,80,,https://www.thuprai.com/publisher/bal-sansar-pvt-ltd/,Bal Sansar Pvt Ltd,Picturebook for Children,,,,,,,Nepali
Saashan Pranali,,https://www.thuprai.com/author/bhupendra-pandey/,Bhupendra Pandey,,,1195,,https://www.thuprai.com/publisher/pairavi-prakashan/,Pairavi Prakashan,Loksewa Preparation,,,,,,,Nepali
Pratinidhi Nepali Balanatak,प्रतिनिधि नेपाली बालनाटक,,,,,400,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,"Drama,Children",,,,,,,Nepali
Rikki Ra Eni,रिकी र एनी,https://www.thuprai.com/author/guido-van-genechten/,Guido Van Genechten,,,325,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,,,,,Nepali
Gahungoro Africa,गहुँगोरो अफ्रीका,https://www.thuprai.com/author/aahuti/,Aahuti,,100,199,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Poetry,,1,9937890063,9789937890069,145,100 g,Nepali
Aadiko Khali Dimag,आदिको खाली दिमाग,https://www.thuprai.com/author/krishna-dip-sigdel/,Krishnadeep Sigdel,,,325,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,"Children,Story for Children",,,9937734444,9789937734448,,,Nepali
Nepali: Grade 11,नेपाली: कक्षा ११,,,,0,,,https://www.thuprai.com/publisher/nepal-sarkar-shiksa-mantralaya-pathyakram-bikas-kendra/,Nepal Sarkar Shiksa Mantralaya Pathyakram Bikas Kendra,Textbook,,,,,,,Nepali
Kabhreli Nepali Sahityeko Ruprekha,काभ्रेली नेपाली साहित्यको रुपरेखा,https://www.thuprai.com/author/bijaya-sapkota-1/,Bijaya Sapkota,,,535,1000,https://www.thuprai.com/publisher/kalam-prakashan/,Kalam Prakashan,Historical Fiction,December 2021,,9937097223,9789937097222,,,Nepali
Samaj Adhyan (13),समाज अध्ययन (१३): अंक १३,https://www.thuprai.com/author/chudamani-basnet/,Chudamani Basnet,,,300,,https://www.thuprai.com/publisher/martin-chautari/,Martin Chautari,Political/Social,,,,,289,,Nepali
Bigyan Bhairav Tantra,विज्ञान भैरव तन्त्र,https://www.thuprai.com/author/osho/,Osho,,,395,,https://www.thuprai.com/publisher/madhuvan-prakashan/,Madhuvan Prakashan,Religious & Spiritual Fiction,,,9937512980,9789937512985,,219 g,Nepali
Samaya Sambeg,समय संवेग,https://www.thuprai.com/author/anjana-bhattarai-wasti/,Anjana  Bhattarai Wasti,,,250,,https://www.thuprai.com/publisher/oriental-publication/,Oriental Publication,Nepali Prose/Essays,,,,,,,Nepali
Christmas ko Upahar,क्रिसमसको उपहार,https://www.thuprai.com/author/roma-pradhan/,Roma Pradhan,,,250,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,9937669138,9789937669139,,,Nepali
Bramhastra,ब्रह्मास्त्र,https://www.thuprai.com/author/shailendra-adhikari/,Shailendra Adhikari,,,450,,https://www.thuprai.com/publisher/shikha-books/,Shikha Books,Short Stories,"February 04, 2023",1,,,204,,Nepali
Hira Ra Moti,हीरा  र मोती,https://www.thuprai.com/author/kalpana-pradhan/,Kalpana Pradhan,,,50,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Children,,,9937330386,9789937330381,16,,Nepali
Rastriya Gaan,राष्ट्रिय गान,https://www.thuprai.com/author/byakul-maila/,Byakul Maila,,,95,,https://www.thuprai.com/publisher/bookart-nepal/,BookArt Nepal,"Songs & Lyrical Poems,Poems for Children",,,9937652596,9789937652599,,,Nepali
Desh Deshavar,देश देशावर,https://www.thuprai.com/author/jiba-lamichhane/,Jiba Lamichhane,95,,425,598,https://www.thuprai.com/publisher/fineprint/,FinePrint,Travelogue,"November 19, 2020",1,9937665825,9789937665827,,199 g,Nepali
Prashasan Vitrako Prashasan,प्रशासनभित्रको प्रशासन,https://www.thuprai.com/author/govinda-prasad-kusum/,Govinda Prasad Kusum,,,775,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Political Structure & Processes,"September 03, 2021",,9937734770,9789937734776,459,3.409 g,Nepali
Matako Ghar,माटाको घर,https://www.thuprai.com/author/sanjaya-bista/,Sanjaya Bista,,,575,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Fiction,June 2022,1,9937775183,9789937775182,296,,Nepali
Mero Ma,मेरो म,https://www.thuprai.com/author/krishna-prasad-bhattarai/,Krishna Prasad Bhattarai,,,448,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Biography & Memoirs,"April 30, 2022",,9937746450,9789937746458,227,284 g,Nepali
Megha,मेघा,https://www.thuprai.com/author/basant-chaudhary/,Basant Chaudhary,,,100,,https://www.thuprai.com/publisher/shree-lunkaran-das-ganga-devi-chaudhary-sahityakala-mandir/,Shree Lunkaran Das - Ganga Devi Chaudhary Sahityakala Mandir,Poetry Anthology,"August 01, 2012",,9937250242,9789937250245,,,Nepali
Prem Parag,प्रेम पराग,https://www.thuprai.com/author/bimal-bhoukaji/,Bimal Bhoukaji,,,375,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Fiction,,1st,9937708869,9789937708869,280,150 g,Nepali
Uklieko Maanchhe,उक्लिएको मान्छे,https://www.thuprai.com/author/bhaktaraj-ranjit/,Bhaktaraj Ranjit,,,500,,https://www.thuprai.com/publisher/ghost-writing-nepal/,Ghost Writing Nepal,Autobiography,2019,1,9937935423,9789937935425,336,300 g,Nepali
"The Gorkha ConquestsThe Process and Consequences of the Unification of Nepal, With Particular Reference to Eastern Nepal",,https://www.thuprai.com/author/kumar-pradhan/,Kumar Pradhan,,,550,,https://www.thuprai.com/publisher/himal-kitabbooks/,Himal Kitab/Books,History,,,0195627237,9780195627237,,,Nepali
Samjhanako Sagarma Kehi Din,सम्झनाको सागरमा केही दिन,https://www.thuprai.com/author/govinda-raj-bhattarai/,Govinda Raj Bhattarai,,,295,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Literature/Essays,"January 17, 2020",1,9937332192,9789937332194,165,200 g,Nepali
Kehi Ratriya Bibhuti Bhag-2,केहि राष्ट्रिय विभूति भाग- २,https://www.thuprai.com/author/gopal-parajuli/,Gopal Parajuli,,,55,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Children,,,,,,,Nepali
"KhukuriKike , History and the Gurkhas",,https://www.thuprai.com/author/kaman-s-rai/,Kaman S. Rai,,,950,,https://www.thuprai.com/publisher/unknown/,Unknown,History,,,9937624231,9789937624237,,,Nepali
Nepal ma Mahila Andolan,नेपालमा महिला आन्दोलन,https://www.thuprai.com/author/dr-shiva-maya-tumbahangfe/,Dr. Shiva Maya Tumbahangfe,,,305,,https://www.thuprai.com/publisher/vani-prakashan/,Vani Prakashan,Politics & Government,,,999463657X,9789994636570,,,Nepali
Axarash,अक्षरशः,https://www.thuprai.com/author/bhuwan-dhungana/,Bhuwan Dhungana,,,395,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Literature/Essays,,,,,,,Nepali
Sadhe Teen Hatya,साढे ३ हत्या,https://www.thuprai.com/author/rupak-adhikari/,Rupak Adhikari,,80,240,,,,Contemporary Fiction,,,9937059089,9789937059084,,,Nepali
Chidiyakhana Ghumna Janda,चिडियाखाना घुम्न जाँदा,https://www.thuprai.com/author/kartikeya-ghimire/,Kartikeya Ghimire,,,105,,https://www.thuprai.com/publisher/bookart-nepal/,BookArt Nepal,Story for Children,,,9937652227,9789937652223,,,Nepali
LumbiniEtihasik Tatha Purattatwik Adhyayan,लुम्बिनी: ऐतिहासिक तथा पुरातात्त्विक अध्ययन,https://www.thuprai.com/author/basanta-maharjan/,Basanta Maharjan,,,600,,https://www.thuprai.com/publisher/unknown/,Unknown,Buddhism,,1,9994657615,9789994657612,171,330 g,Nepali
Share Shastra,शेयर शास्त्र (नेपालीमा),https://www.thuprai.com/author/pravash-dahal/,Pravash Dahal,,0,,,,,Business Strategy,,,,,,,Nepali
Lekhak ki Swasni,लेखककी स्वास्नी,https://www.thuprai.com/author/pragati-rai/,Pragati Rai,,,285,,https://www.thuprai.com/publisher/yamburi-book-point/,Yamburi Book Point,Novels,2013,1,9937627028,9789937627023,226,193 g,Nepali
Loo,लू,https://www.thuprai.com/author/nayan-raj-pandey/,Nayan Raj Pandey,,,448,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Fiction,2015,,9937893178,9789937893176,218,196 g,Nepali
Ghode Jatra,घोडे जात्रा,https://www.thuprai.com/author/chudamani-bandhu/,Chudamani Bandhu,,,85,,https://www.thuprai.com/publisher/ekta-books/,Ekta Books,Children,,,9937102251,9789937102254,20,,Nepali
Tamasoma Jyotirgamaya,तमसोमा ज्योतिर्गमय,https://www.thuprai.com/author/binod-dixit/,Binod Dixit,,,350,,https://www.thuprai.com/publisher/book-hill/,Book Hill,Travelogue,"September 20, 2021",,9937753023,9789937753029,,,Nepali
Kamilako Pakheta,कमिलाको पखेटा,https://www.thuprai.com/author/rajendra-bhakta-joshi/,Rajendra Bhakta Joshi,,,165,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Picturebook for Children,,,,,,,Nepali
Jiwan Ek Sapana,जीवन एक सपना,https://www.thuprai.com/author/dr-shankhar-prasad-upreti/,Dr. Shankar Prasad Upreti,,120,365,,https://www.thuprai.com/publisher/akshar-creations/,Akshar Creations,Autobiography,2015,1st,9937848172,9789937848176,265,200 g,Nepali
Tharu Jaati,थारु जाति,https://www.thuprai.com/author/gopal-siwakoti/,Gopal Siwakoti,,,345,,https://www.thuprai.com/publisher/pairavi-prakashan/,Pairavi Prakashan,Social Science,,1,,,242,200 g,Nepali
Maanile Manchheka Dhama,मानिला मान्छेका धामा,https://www.thuprai.com/author/mukesh-kumar-chalise/,Mukesh Kumar Chalise,,,399,,https://www.thuprai.com/publisher/indigo-ink/,Indigo Ink,Self-help,,,,,,,Nepali
Nepal ma Laghuvitta Banking tatha Vyavasthapan,नेपालमा लघुवित्त बैङ्किङ तथा व्यवस्थापन,https://www.thuprai.com/author/kumar-samadarshi/,Kumar Samadarshi,,,650,,https://www.thuprai.com/publisher/manjari-publication/,Manjari Publication,Business & Management,June 2018,5,9937916259,9789937916257,555,360 g,Nepali
Aadhi,आधि,https://www.thuprai.com/author/usha-sherchan/,Usha Sherchan,,,400,,https://www.thuprai.com/publisher/book-hill/,Book Hill,Novels,"August 13, 2019",1,9937931290,9789937931298,168,150 g,Nepali
Usle Diyeko Umer,उसले दिएको उमेर,https://www.thuprai.com/author/buddhisagar/,Buddhisagar,,,560,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Religious & Spiritual Fiction,"October 08, 2023",,9937746671,9789937746670,,205 g,Nepali
Pagal Basti,पागल बस्ती,https://www.thuprai.com/author/sarubhakta/,Sarubhakta,,,350,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Contemporary Fiction,2014,,9937322987,9789937322980,243,265 g,Nepali
Saatota Ankha Nadekhne Musaa,सात वटा आँखा नदेख्ने मुसा,https://www.thuprai.com/author/n/,N/A,,0,,,https://www.thuprai.com/publisher/indigo-ink/,Indigo Ink,Picturebook for Children,,,,,,,Nepali
Rookmangud Katawal,रुकमाङ्गद कटवाल: आत्मकथा,https://www.thuprai.com/author/rookmangud-katawal/,Rookmangud Katawal,,265,545,,https://www.thuprai.com/publisher/publication-nepalaya/,Publication Nepalaya,Autobiography,2014,1,9937874076,9789937874076,456,465 g,Nepali
Muna Madan,मुना मदन,https://www.thuprai.com/author/mahakavi-laxmi-prasad-devkota/,Laxmi Prasad Devkota,,,45,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Poetry,,28,9993326909,9789993326908,40+8,50 g,Nepali
Chinka Prachin Katha,चीनका प्राचीन कथा,https://www.thuprai.com/author/n/,N/A,,,210,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,"Stories,Children",,,9993328030,9789993328032,,,Nepali
Tee Char Din,ती चार दिन: महिनावारी अनुभूति कथाहरु,https://www.thuprai.com/author/laxmi-neupani/,Laxmi Neupani,,0,,,,,"Human Rights,Non-fiction",,,,,,,Nepali
Naribhitra Tyasto Ke Chha Hajur,नारीभित्र त्यस्तो के छ हजुर,https://www.thuprai.com/author/krishna-dharabasi/,Krishna Dharabasi,,,150,,https://www.thuprai.com/publisher/pairavi-prakashan/,Pairavi Prakashan,Nepali Prose/Essays,,1,9937023475,9789937023474,112,100 g,Nepali
Jureli Darshan,जुरेली दर्शन: संस्कृतिविद सत्यमोहन जोशीसम्बन्धि अनुशन्धानमुलक कृति,https://www.thuprai.com/author/anil-poudel/,Anil Poudel,,,300,,,,Arts,,,,,248,,Nepali
Prashasanik Abhiruchi Parikchyan,,https://www.thuprai.com/author/chiran-koirala/,Chiran Koirala,,,750,,https://www.thuprai.com/publisher/aasish-book-house-pvt-ltd/,Aasish Book House Pvt Ltd,Loksewa Preparation,,,,,,,Nepali
Lali,लली,https://www.thuprai.com/author/dilbahadur-thapa/,Dilbahadur Thapa,,,275,,https://www.thuprai.com/publisher/bn-pustak-sansar/,BN Pustak Sansar,Novels,,1,9937926246,9789937926249,190,150 g,Nepali
Kathmandu Sandhi,काठमाडौँ - सन्धि,https://www.thuprai.com/author/kanakmani-dixit/,Kanakmani Dixit,,,200,,https://www.thuprai.com/publisher/rato-bangala-kitab/,Rato Bangala Kitab,Story for Children,,,9993381632,9789993381631,,50 g,Nepali
Abako Kranti Paryavaraniya Kranti,अबको क्रान्ति पर्यावरणीय क्रान्ति,https://www.thuprai.com/author/sudarshan-pradhan/,Sudarshan Pradhan,,,400,,https://www.thuprai.com/publisher/bookart-nepal/,BookArt Nepal,Non-fiction,,,9937552516,9789937552516,,,Nepali
Punarutthan,पुनरुत्थान,https://www.thuprai.com/author/malika-keshari/,Malika Keshari,,,375,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Novels,,,,,,,Nepali
Abolaako Mobile Phone,अबोलाको मोबाइलफोन,https://www.thuprai.com/author/vinaya-kasajoo/,Vinaya Kasajoo,,,120,,https://www.thuprai.com/publisher/bhundipuran_prakashan/,Bhundipuran Prakashan,Picturebook for Children,,,,,,,Nepali
Pangreko Saharyatra,पाङ्ग्रेको सहरयात्रा,https://www.thuprai.com/author/madhav-sayapatri/,Madhav Sayapatri,,,150,,https://www.thuprai.com/publisher/bn-pustak-sansar/,BN Pustak Sansar,Story for Children,,,,,,,Nepali
Eraser,इरेजर,https://www.thuprai.com/author/balram-adhikari/,Balram Adhikari,,,225,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Literature/Essays,2015,1,9937330831,9789937330831,128,100 g,Nepali
Sanaiya,सनैया: मरूभूमिमा जीवन खोज्नेहरुलाई पछ्याउँदै,https://www.thuprai.com/author/hom-karki/,Hom Karki,,,540,,https://www.thuprai.com/publisher/kitab-publishers/,Kitab Publishers,Stories,"March 29, 2021",1,9937088399,9789937088398,380,,Nepali
Introduction to Procedural Law,कार्यविधि कानुनको परिचय,https://www.thuprai.com/author/somkanta-bhandari/,Somkanta Bhandari,,,595,,https://www.thuprai.com/publisher/pairavi-prakashan/,Pairavi Prakashan,"Law and Legal System,Test Preparation,Teaching Resources & Education",,,,,,,Nepali
Aakhir Rojne Ke?,आखिर रोज्ने के?,https://www.thuprai.com/author/raju-adhikari/,Dr. Raju Adhikari,,,450,,https://www.thuprai.com/publisher/fineprint/,FinePrint,"Mind, Body & Spirit",,,,,,,Nepali
Tyo Nepal,त्यो नेपाल: फ्रान्सेली अनुभव,https://www.thuprai.com/author/dadi-sapkota/,Dadi Sapkota,,,350,,https://www.thuprai.com/publisher/jagadamba-prakashan/,Jagadamba Prakashan,Autobiography: Politics,,,9937822777,9789937822770,290,,Nepali
